CODE,LABEL,YEAR,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Males who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Females who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,"SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with high or very high psychological distress, based on the Kessler 10 (K10) scale no.",SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with fair or poor self-assessed health (15 years and over) no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons who had high blood pressure (measured systolic/diastolic blood pressure was equal to or greater than 140/90 mmHg) no.,PRIVATE HEALTH Taxpayers who report having private health insurance  no.,CORE ACTIVITY NEED FOR ASSISTANCE  Persons who have need for assistance with core activities %
206011107,Brunswick West,2011,-,-,-,-,-,-,-,-,-,"3,691",4.7
206011107,Brunswick West,2012,-,-,-,-,-,-,-,-,-,"3,857",-
206011107,Brunswick West,2013,-,-,-,-,-,-,-,-,-,"3,963",-
206011107,Brunswick West,2014,-,-,-,-,-,-,-,-,-,"4,275",-
206011107,Brunswick West,2015,-,-,-,-,-,-,-,-,-,"4,430",-
206011107,Brunswick West,2016,-,-,-,-,-,-,-,-,-,"4,701",5.2
206011108,Coburg,2011,-,-,-,-,-,-,-,-,-,"6,387",5.9
206011108,Coburg,2012,-,-,-,-,-,-,-,-,-,"6,821",-
206011108,Coburg,2013,-,-,-,-,-,-,-,-,-,"7,103",-
206011108,Coburg,2014,-,-,-,-,-,-,-,-,-,"7,493",-
206011108,Coburg,2015,-,-,-,-,-,-,-,-,-,"7,950",-
206011108,Coburg,2016,-,-,-,-,-,-,-,-,-,"8,237",6.2
206011109,Pascoe Vale South,2011,-,-,-,-,-,-,-,-,-,"3,226",5.2
206011109,Pascoe Vale South,2012,-,-,-,-,-,-,-,-,-,"3,377",-
206011109,Pascoe Vale South,2013,-,-,-,-,-,-,-,-,-,"3,441",-
206011109,Pascoe Vale South,2014,-,-,-,-,-,-,-,-,-,"3,650",-
206011109,Pascoe Vale South,2015,-,-,-,-,-,-,-,-,-,"3,763",-
206011109,Pascoe Vale South,2016,-,-,-,-,-,-,-,-,-,"3,857",5.9
206021110,Alphington - Fairfield,2011,-,-,-,-,-,-,-,-,-,"2,831",3.9
206021110,Alphington - Fairfield,2012,-,-,-,-,-,-,-,-,-,"2,954",-
206021110,Alphington - Fairfield,2013,-,-,-,-,-,-,-,-,-,"3,113",-
206021110,Alphington - Fairfield,2014,-,-,-,-,-,-,-,-,-,"3,303",-
206021110,Alphington - Fairfield,2015,-,-,-,-,-,-,-,-,-,"3,496",-
206021110,Alphington - Fairfield,2016,-,-,-,-,-,-,-,-,-,"3,645",4.4
206021111,Northcote,2011,-,-,-,-,-,-,-,-,-,"7,276",5.2
206021111,Northcote,2012,-,-,-,-,-,-,-,-,-,"7,729",-
206021111,Northcote,2013,-,-,-,-,-,-,-,-,-,"8,185",-
206021111,Northcote,2014,-,-,-,-,-,-,-,-,-,"8,831",-
206021111,Northcote,2015,-,-,-,-,-,-,-,-,-,"9,383",-
206021111,Northcote,2016,-,-,-,-,-,-,-,-,-,"9,773",4.7
206021112,Thornbury,2011,-,-,-,-,-,-,-,-,-,"4,668",5.4
206021112,Thornbury,2012,-,-,-,-,-,-,-,-,-,"4,973",-
206021112,Thornbury,2013,-,-,-,-,-,-,-,-,-,"5,181",-
206021112,Thornbury,2014,-,-,-,-,-,-,-,-,-,"5,545",-
206021112,Thornbury,2015,-,-,-,-,-,-,-,-,-,"5,846",-
206021112,Thornbury,2016,-,-,-,-,-,-,-,-,-,"6,193",6.1
206031113,Ascot Vale,2011,-,-,-,-,-,-,-,-,-,"4,519",4.1
206031113,Ascot Vale,2012,-,-,-,-,-,-,-,-,-,"4,683",-
206031113,Ascot Vale,2013,-,-,-,-,-,-,-,-,-,"4,677",-
206031113,Ascot Vale,2014,-,-,-,-,-,-,-,-,-,"5,188",-
206031113,Ascot Vale,2015,-,-,-,-,-,-,-,-,-,"5,561",-
206031113,Ascot Vale,2016,-,-,-,-,-,-,-,-,-,"5,766",4.1
206031114,Essendon - Aberfeldie,2011,-,-,-,-,-,-,-,-,-,"10,209",3.9
206031114,Essendon - Aberfeldie,2012,-,-,-,-,-,-,-,-,-,"10,525",-
206031114,Essendon - Aberfeldie,2013,-,-,-,-,-,-,-,-,-,"10,793",-
206031114,Essendon - Aberfeldie,2014,-,-,-,-,-,-,-,-,-,"11,423",-
206031114,Essendon - Aberfeldie,2015,-,-,-,-,-,-,-,-,-,"11,979",-
206031114,Essendon - Aberfeldie,2016,-,-,-,-,-,-,-,-,-,"12,531",4.1
206031115,Flemington,2011,-,-,-,-,-,-,-,-,-,"2,130",4.9
206031115,Flemington,2012,-,-,-,-,-,-,-,-,-,"2,258",-
206031115,Flemington,2013,-,-,-,-,-,-,-,-,-,"2,476",-
206031115,Flemington,2014,-,-,-,-,-,-,-,-,-,"2,587",-
206031115,Flemington,2015,-,-,-,-,-,-,-,-,-,"2,691",-
206031115,Flemington,2016,-,-,-,-,-,-,-,-,-,"2,758",5
206031116,Moonee Ponds,2011,-,-,-,-,-,-,-,-,-,"5,314",5.2
206031116,Moonee Ponds,2012,-,-,-,-,-,-,-,-,-,"5,477",-
206031116,Moonee Ponds,2013,-,-,-,-,-,-,-,-,-,"5,491",-
206031116,Moonee Ponds,2014,-,-,-,-,-,-,-,-,-,"5,765",-
206031116,Moonee Ponds,2015,-,-,-,-,-,-,-,-,-,"5,977",-
206031116,Moonee Ponds,2016,-,-,-,-,-,-,-,-,-,"6,227",5.3
206041117,Carlton,2011,-,-,-,-,-,-,-,-,-,"2,735",1.8
206041117,Carlton,2012,-,-,-,-,-,-,-,-,-,"2,875",-
206041117,Carlton,2013,-,-,-,-,-,-,-,-,-,"2,979",-
206041117,Carlton,2014,-,-,-,-,-,-,-,-,-,"3,217",-
206041117,Carlton,2015,-,-,-,-,-,-,-,-,-,"3,439",-
206041117,Carlton,2016,-,-,-,-,-,-,-,-,-,"3,625",2.7
206041118,Docklands,2011,-,-,-,-,-,-,-,-,-,"2,028",0.6
206041118,Docklands,2012,-,-,-,-,-,-,-,-,-,"2,374",-
206041118,Docklands,2013,-,-,-,-,-,-,-,-,-,"2,691",-
206041118,Docklands,2014,-,-,-,-,-,-,-,-,-,"2,970",-
206041118,Docklands,2015,-,-,-,-,-,-,-,-,-,"3,359",-
206041118,Docklands,2016,-,-,-,-,-,-,-,-,-,"3,699",0.9
206041119,East Melbourne,2011,-,-,-,-,-,-,-,-,-,"2,518",3.3
206041119,East Melbourne,2012,-,-,-,-,-,-,-,-,-,"2,583",-
206041119,East Melbourne,2013,-,-,-,-,-,-,-,-,-,"2,556",-
206041119,East Melbourne,2014,-,-,-,-,-,-,-,-,-,"2,674",-
206041119,East Melbourne,2015,-,-,-,-,-,-,-,-,-,"2,737",-
206041119,East Melbourne,2016,-,-,-,-,-,-,-,-,-,"2,750",3.5
206041120,Flemington Racecourse,2011,-,-,-,-,-,-,-,-,-,40,-
206041120,Flemington Racecourse,2012,-,-,-,-,-,-,-,-,-,35,-
206041120,Flemington Racecourse,2013,-,-,-,-,-,-,-,-,-,33,-
206041120,Flemington Racecourse,2014,-,-,-,-,-,-,-,-,-,45,-
206041120,Flemington Racecourse,2015,-,-,-,-,-,-,-,-,-,35,-
206041120,Flemington Racecourse,2016,-,-,-,-,-,-,-,-,-,26,-
206041121,Kensington (Vic.),2011,-,-,-,-,-,-,-,-,-,"3,487",3.4
206041121,Kensington (Vic.),2012,-,-,-,-,-,-,-,-,-,"3,645",-
206041121,Kensington (Vic.),2013,-,-,-,-,-,-,-,-,-,"3,784",-
206041121,Kensington (Vic.),2014,-,-,-,-,-,-,-,-,-,"4,080",-
206041121,Kensington (Vic.),2015,-,-,-,-,-,-,-,-,-,"4,282",-
206041121,Kensington (Vic.),2016,-,-,-,-,-,-,-,-,-,"4,445",3.5
206041122,Melbourne,2011,-,-,-,-,-,-,-,-,-,"4,803",0.7
206041122,Melbourne,2012,-,-,-,-,-,-,-,-,-,"5,246",-
206041122,Melbourne,2013,-,-,-,-,-,-,-,-,-,"5,403",-
206041122,Melbourne,2014,-,-,-,-,-,-,-,-,-,"5,822",-
206041122,Melbourne,2015,-,-,-,-,-,-,-,-,-,"6,565",-
206041122,Melbourne,2016,-,-,-,-,-,-,-,-,-,"7,109",0.6
206041123,North Melbourne,2011,-,-,-,-,-,-,-,-,-,"4,211",2.4
206041123,North Melbourne,2012,-,-,-,-,-,-,-,-,-,"4,544",-
206041123,North Melbourne,2013,-,-,-,-,-,-,-,-,-,"4,690",-
206041123,North Melbourne,2014,-,-,-,-,-,-,-,-,-,"5,066",-
206041123,North Melbourne,2015,-,-,-,-,-,-,-,-,-,"5,605",-
206041123,North Melbourne,2016,-,-,-,-,-,-,-,-,-,"5,875",2
206041124,Parkville,2011,-,-,-,-,-,-,-,-,-,"1,493",4.5
206041124,Parkville,2012,-,-,-,-,-,-,-,-,-,"1,604",-
206041124,Parkville,2013,-,-,-,-,-,-,-,-,-,"1,630",-
206041124,Parkville,2014,-,-,-,-,-,-,-,-,-,"1,793",-
206041124,Parkville,2015,-,-,-,-,-,-,-,-,-,"1,891",-
206041124,Parkville,2016,-,-,-,-,-,-,-,-,-,"2,026",3.2
206041125,South Yarra - West,2011,-,-,-,-,-,-,-,-,-,"2,772",3.1
206041125,South Yarra - West,2012,-,-,-,-,-,-,-,-,-,"2,837",-
206041125,South Yarra - West,2013,-,-,-,-,-,-,-,-,-,"2,864",-
206041125,South Yarra - West,2014,-,-,-,-,-,-,-,-,-,"2,983",-
206041125,South Yarra - West,2015,-,-,-,-,-,-,-,-,-,"3,065",-
206041125,South Yarra - West,2016,-,-,-,-,-,-,-,-,-,"3,215",3.4
206041126,Southbank,2011,-,-,-,-,-,-,-,-,-,"3,930",0.7
206041126,Southbank,2012,-,-,-,-,-,-,-,-,-,"4,305",-
206041126,Southbank,2013,-,-,-,-,-,-,-,-,-,"4,943",-
206041126,Southbank,2014,-,-,-,-,-,-,-,-,-,"5,568",-
206041126,Southbank,2015,-,-,-,-,-,-,-,-,-,"6,117",-
206041126,Southbank,2016,-,-,-,-,-,-,-,-,-,"6,613",0.7
206051128,Albert Park,2011,-,-,-,-,-,-,-,-,-,"6,613",3
206051128,Albert Park,2012,-,-,-,-,-,-,-,-,-,"7,077",-
206051128,Albert Park,2013,-,-,-,-,-,-,-,-,-,"7,223",-
206051128,Albert Park,2014,-,-,-,-,-,-,-,-,-,"7,610",-
206051128,Albert Park,2015,-,-,-,-,-,-,-,-,-,"7,938",-
206051128,Albert Park,2016,-,-,-,-,-,-,-,-,-,"7,996",2.7
206051129,Elwood,2011,-,-,-,-,-,-,-,-,-,"5,933",1.9
206051129,Elwood,2012,-,-,-,-,-,-,-,-,-,"6,185",-
206051129,Elwood,2013,-,-,-,-,-,-,-,-,-,"6,344",-
206051129,Elwood,2014,-,-,-,-,-,-,-,-,-,"6,717",-
206051129,Elwood,2015,-,-,-,-,-,-,-,-,-,"7,167",-
206051129,Elwood,2016,-,-,-,-,-,-,-,-,-,"7,288",2
206051130,Port Melbourne,2011,-,-,-,-,-,-,-,-,-,"6,593",3.5
206051130,Port Melbourne,2012,-,-,-,-,-,-,-,-,-,"6,913",-
206051130,Port Melbourne,2013,-,-,-,-,-,-,-,-,-,"7,185",-
206051130,Port Melbourne,2014,-,-,-,-,-,-,-,-,-,"7,734",-
206051130,Port Melbourne,2015,-,-,-,-,-,-,-,-,-,"8,052",-
206051130,Port Melbourne,2016,-,-,-,-,-,-,-,-,-,"8,008",3.4
206051131,Port Melbourne Industrial,2011,-,-,-,-,-,-,-,-,-,63,-
206051131,Port Melbourne Industrial,2012,-,-,-,-,-,-,-,-,-,59,-
206051131,Port Melbourne Industrial,2013,-,-,-,-,-,-,-,-,-,52,-
206051131,Port Melbourne Industrial,2014,-,-,-,-,-,-,-,-,-,67,-
206051131,Port Melbourne Industrial,2015,-,-,-,-,-,-,-,-,-,55,-
206051131,Port Melbourne Industrial,2016,-,-,-,-,-,-,-,-,-,88,-
206051132,South Melbourne,2011,-,-,-,-,-,-,-,-,-,"4,108",5.2
206051132,South Melbourne,2012,-,-,-,-,-,-,-,-,-,"4,287",-
206051132,South Melbourne,2013,-,-,-,-,-,-,-,-,-,"4,570",-
206051132,South Melbourne,2014,-,-,-,-,-,-,-,-,-,"4,990",-
206051132,South Melbourne,2015,-,-,-,-,-,-,-,-,-,"5,308",-
206051132,South Melbourne,2016,-,-,-,-,-,-,-,-,-,"5,333",4.7
206051133,St Kilda,2011,-,-,-,-,-,-,-,-,-,"7,742",2.7
206051133,St Kilda,2012,-,-,-,-,-,-,-,-,-,"8,079",-
206051133,St Kilda,2013,-,-,-,-,-,-,-,-,-,"8,417",-
206051133,St Kilda,2014,-,-,-,-,-,-,-,-,-,"8,942",-
206051133,St Kilda,2015,-,-,-,-,-,-,-,-,-,"9,441",-
206051133,St Kilda,2016,-,-,-,-,-,-,-,-,-,"9,733",3.5
206051134,St Kilda East,2011,-,-,-,-,-,-,-,-,-,"5,518",2.8
206051134,St Kilda East,2012,-,-,-,-,-,-,-,-,-,"5,720",-
206051134,St Kilda East,2013,-,-,-,-,-,-,-,-,-,"5,846",-
206051134,St Kilda East,2014,-,-,-,-,-,-,-,-,-,"6,192",-
206051134,St Kilda East,2015,-,-,-,-,-,-,-,-,-,"6,483",-
206051134,St Kilda East,2016,-,-,-,-,-,-,-,-,-,"6,507",2.9
206061135,Armadale,2011,-,-,-,-,-,-,-,-,-,"4,220",2.8
206061135,Armadale,2012,-,-,-,-,-,-,-,-,-,"4,361",-
206061135,Armadale,2013,-,-,-,-,-,-,-,-,-,"4,453",-
206061135,Armadale,2014,-,-,-,-,-,-,-,-,-,"4,587",-
206061135,Armadale,2015,-,-,-,-,-,-,-,-,-,"4,722",-
206061135,Armadale,2016,-,-,-,-,-,-,-,-,-,"4,702",3.2
206061136,Prahran - Windsor,2011,-,-,-,-,-,-,-,-,-,"6,779",4.1
206061136,Prahran - Windsor,2012,-,-,-,-,-,-,-,-,-,"7,076",-
206061136,Prahran - Windsor,2013,-,-,-,-,-,-,-,-,-,"7,377",-
206061136,Prahran - Windsor,2014,-,-,-,-,-,-,-,-,-,"7,982",-
206061136,Prahran - Windsor,2015,-,-,-,-,-,-,-,-,-,"8,573",-
206061136,Prahran - Windsor,2016,-,-,-,-,-,-,-,-,-,"8,923",4.1
206061137,South Yarra - East,2011,-,-,-,-,-,-,-,-,-,"6,228",2.8
206061137,South Yarra - East,2012,-,-,-,-,-,-,-,-,-,"6,888",-
206061137,South Yarra - East,2013,-,-,-,-,-,-,-,-,-,"7,272",-
206061137,South Yarra - East,2014,-,-,-,-,-,-,-,-,-,"7,964",-
206061137,South Yarra - East,2015,-,-,-,-,-,-,-,-,-,"8,623",-
206061137,South Yarra - East,2016,-,-,-,-,-,-,-,-,-,"9,108",2.3
206061138,Toorak,2011,-,-,-,-,-,-,-,-,-,"7,521",2.6
206061138,Toorak,2012,-,-,-,-,-,-,-,-,-,"7,694",-
206061138,Toorak,2013,-,-,-,-,-,-,-,-,-,"7,706",-
206061138,Toorak,2014,-,-,-,-,-,-,-,-,-,"8,117",-
206061138,Toorak,2015,-,-,-,-,-,-,-,-,-,"8,425",-
206061138,Toorak,2016,-,-,-,-,-,-,-,-,-,"8,348",3
206071139,Abbotsford,2011,-,-,-,-,-,-,-,-,-,"1,681",4.8
206071139,Abbotsford,2012,-,-,-,-,-,-,-,-,-,"1,723",-
206071139,Abbotsford,2013,-,-,-,-,-,-,-,-,-,"1,929",-
206071139,Abbotsford,2014,-,-,-,-,-,-,-,-,-,"2,583",-
206071139,Abbotsford,2015,-,-,-,-,-,-,-,-,-,"2,957",-
206071139,Abbotsford,2016,-,-,-,-,-,-,-,-,-,"3,291",3.2
206071140,Carlton North - Princes Hill,2011,-,-,-,-,-,-,-,-,-,"3,260",2.6
206071140,Carlton North - Princes Hill,2012,-,-,-,-,-,-,-,-,-,"3,324",-
206071140,Carlton North - Princes Hill,2013,-,-,-,-,-,-,-,-,-,"3,454",-
206071140,Carlton North - Princes Hill,2014,-,-,-,-,-,-,-,-,-,"3,661",-
206071140,Carlton North - Princes Hill,2015,-,-,-,-,-,-,-,-,-,"3,814",-
206071140,Carlton North - Princes Hill,2016,-,-,-,-,-,-,-,-,-,"3,749",2.9
206071141,Collingwood,2011,-,-,-,-,-,-,-,-,-,"1,778",4.1
206071141,Collingwood,2012,-,-,-,-,-,-,-,-,-,"1,898",-
206071141,Collingwood,2013,-,-,-,-,-,-,-,-,-,"1,944",-
206071141,Collingwood,2014,-,-,-,-,-,-,-,-,-,"2,164",-
206071141,Collingwood,2015,-,-,-,-,-,-,-,-,-,"2,405",-
206071141,Collingwood,2016,-,-,-,-,-,-,-,-,-,"2,792",3.4
206071142,Fitzroy,2011,-,-,-,-,-,-,-,-,-,"2,845",4.1
206071142,Fitzroy,2012,-,-,-,-,-,-,-,-,-,"3,059",-
206071142,Fitzroy,2013,-,-,-,-,-,-,-,-,-,"3,287",-
206071142,Fitzroy,2014,-,-,-,-,-,-,-,-,-,"3,413",-
206071142,Fitzroy,2015,-,-,-,-,-,-,-,-,-,"3,649",-
206071142,Fitzroy,2016,-,-,-,-,-,-,-,-,-,"3,788",3.9
206071143,Fitzroy North,2011,-,-,-,-,-,-,-,-,-,"4,240",4.1
206071143,Fitzroy North,2012,-,-,-,-,-,-,-,-,-,"4,453",-
206071143,Fitzroy North,2013,-,-,-,-,-,-,-,-,-,"4,591",-
206071143,Fitzroy North,2014,-,-,-,-,-,-,-,-,-,"4,921",-
206071143,Fitzroy North,2015,-,-,-,-,-,-,-,-,-,"5,123",-
206071143,Fitzroy North,2016,-,-,-,-,-,-,-,-,-,"5,189",3.8
206071144,Richmond (Vic.),2011,-,-,-,-,-,-,-,-,-,"9,950",3.5
206071144,Richmond (Vic.),2012,-,-,-,-,-,-,-,-,-,"10,708",-
206071144,Richmond (Vic.),2013,-,-,-,-,-,-,-,-,-,"11,225",-
206071144,Richmond (Vic.),2014,-,-,-,-,-,-,-,-,-,"12,285",-
206071144,Richmond (Vic.),2015,-,-,-,-,-,-,-,-,-,"13,167",-
206071144,Richmond (Vic.),2016,-,-,-,-,-,-,-,-,-,"13,541",3.6
206071145,Yarra - North,2011,-,-,-,-,-,-,-,-,-,"3,280",4.1
206071145,Yarra - North,2012,-,-,-,-,-,-,-,-,-,"3,516",-
206071145,Yarra - North,2013,-,-,-,-,-,-,-,-,-,"3,675",-
206071145,Yarra - North,2014,-,-,-,-,-,-,-,-,-,"3,953",-
206071145,Yarra - North,2015,-,-,-,-,-,-,-,-,-,"4,082",-
206071145,Yarra - North,2016,-,-,-,-,-,-,-,-,-,"4,095",3.6
207011146,Ashburton (Vic.),2011,-,-,-,-,-,-,-,-,-,"3,143",5
207011146,Ashburton (Vic.),2012,-,-,-,-,-,-,-,-,-,"3,258",-
207011146,Ashburton (Vic.),2013,-,-,-,-,-,-,-,-,-,"3,364",-
207011146,Ashburton (Vic.),2014,-,-,-,-,-,-,-,-,-,"3,521",-
207011146,Ashburton (Vic.),2015,-,-,-,-,-,-,-,-,-,"3,705",-
207011146,Ashburton (Vic.),2016,-,-,-,-,-,-,-,-,-,"3,752",4.8
207011147,Balwyn,2011,-,-,-,-,-,-,-,-,-,"7,176",3.8
207011147,Balwyn,2012,-,-,-,-,-,-,-,-,-,"7,432",-
207011147,Balwyn,2013,-,-,-,-,-,-,-,-,-,"7,501",-
207011147,Balwyn,2014,-,-,-,-,-,-,-,-,-,"7,820",-
207011147,Balwyn,2015,-,-,-,-,-,-,-,-,-,"8,087",-
207011147,Balwyn,2016,-,-,-,-,-,-,-,-,-,"8,210",4.3
207011148,Balwyn North,2011,-,-,-,-,-,-,-,-,-,"9,177",3.6
207011148,Balwyn North,2012,-,-,-,-,-,-,-,-,-,"9,372",-
207011148,Balwyn North,2013,-,-,-,-,-,-,-,-,-,"9,500",-
207011148,Balwyn North,2014,-,-,-,-,-,-,-,-,-,"9,928",-
207011148,Balwyn North,2015,-,-,-,-,-,-,-,-,-,"10,183",-
207011148,Balwyn North,2016,-,-,-,-,-,-,-,-,-,"10,186",4
207011149,Camberwell,2011,-,-,-,-,-,-,-,-,-,"10,071",4.9
207011149,Camberwell,2012,-,-,-,-,-,-,-,-,-,"10,345",-
207011149,Camberwell,2013,-,-,-,-,-,-,-,-,-,"10,379",-
207011149,Camberwell,2014,-,-,-,-,-,-,-,-,-,"10,917",-
207011149,Camberwell,2015,-,-,-,-,-,-,-,-,-,"11,283",-
207011149,Camberwell,2016,-,-,-,-,-,-,-,-,-,"11,530",5.1
207011150,Glen Iris - East,2011,-,-,-,-,-,-,-,-,-,"8,124",2.6
207011150,Glen Iris - East,2012,-,-,-,-,-,-,-,-,-,"8,425",-
207011150,Glen Iris - East,2013,-,-,-,-,-,-,-,-,-,"8,453",-
207011150,Glen Iris - East,2014,-,-,-,-,-,-,-,-,-,"8,653",-
207011150,Glen Iris - East,2015,-,-,-,-,-,-,-,-,-,"8,905",-
207011150,Glen Iris - East,2016,-,-,-,-,-,-,-,-,-,"9,076",2.6
207011151,Hawthorn,2011,-,-,-,-,-,-,-,-,-,"8,786",2.4
207011151,Hawthorn,2012,-,-,-,-,-,-,-,-,-,"9,166",-
207011151,Hawthorn,2013,-,-,-,-,-,-,-,-,-,"9,486",-
207011151,Hawthorn,2014,-,-,-,-,-,-,-,-,-,"9,976",-
207011151,Hawthorn,2015,-,-,-,-,-,-,-,-,-,"10,539",-
207011151,Hawthorn,2016,-,-,-,-,-,-,-,-,-,"11,071",2.3
207011152,Hawthorn East,2011,-,-,-,-,-,-,-,-,-,"6,294",2.8
207011152,Hawthorn East,2012,-,-,-,-,-,-,-,-,-,"6,451",-
207011152,Hawthorn East,2013,-,-,-,-,-,-,-,-,-,"6,537",-
207011152,Hawthorn East,2014,-,-,-,-,-,-,-,-,-,"6,877",-
207011152,Hawthorn East,2015,-,-,-,-,-,-,-,-,-,"7,178",-
207011152,Hawthorn East,2016,-,-,-,-,-,-,-,-,-,"7,556",3.2
207011153,Kew,2011,-,-,-,-,-,-,-,-,-,"11,310",4.8
207011153,Kew,2012,-,-,-,-,-,-,-,-,-,"11,596",-
207011153,Kew,2013,-,-,-,-,-,-,-,-,-,"11,743",-
207011153,Kew,2014,-,-,-,-,-,-,-,-,-,"12,202",-
207011153,Kew,2015,-,-,-,-,-,-,-,-,-,"12,598",-
207011153,Kew,2016,-,-,-,-,-,-,-,-,-,"13,051",4.5
207011154,Kew East,2011,-,-,-,-,-,-,-,-,-,"2,729",2.9
207011154,Kew East,2012,-,-,-,-,-,-,-,-,-,"2,835",-
207011154,Kew East,2013,-,-,-,-,-,-,-,-,-,"2,898",-
207011154,Kew East,2014,-,-,-,-,-,-,-,-,-,"3,055",-
207011154,Kew East,2015,-,-,-,-,-,-,-,-,-,"3,118",-
207011154,Kew East,2016,-,-,-,-,-,-,-,-,-,"3,197",3.3
207011155,Surrey Hills (West) - Canterbury,2011,-,-,-,-,-,-,-,-,-,"8,254",3.5
207011155,Surrey Hills (West) - Canterbury,2012,-,-,-,-,-,-,-,-,-,"8,481",-
207011155,Surrey Hills (West) - Canterbury,2013,-,-,-,-,-,-,-,-,-,"8,574",-
207011155,Surrey Hills (West) - Canterbury,2014,-,-,-,-,-,-,-,-,-,"8,802",-
207011155,Surrey Hills (West) - Canterbury,2015,-,-,-,-,-,-,-,-,-,"8,961",-
207011155,Surrey Hills (West) - Canterbury,2016,-,-,-,-,-,-,-,-,-,"9,081",4.2
207021156,Bulleen,2011,-,-,-,-,-,-,-,-,-,"3,994",5.1
207021156,Bulleen,2012,-,-,-,-,-,-,-,-,-,"4,043",-
207021156,Bulleen,2013,-,-,-,-,-,-,-,-,-,"4,038",-
207021156,Bulleen,2014,-,-,-,-,-,-,-,-,-,"4,328",-
207021156,Bulleen,2015,-,-,-,-,-,-,-,-,-,"4,506",-
207021156,Bulleen,2016,-,-,-,-,-,-,-,-,-,"4,616",5.7
207021157,Doncaster,2011,-,-,-,-,-,-,-,-,-,"6,936",4.5
207021157,Doncaster,2012,-,-,-,-,-,-,-,-,-,"7,127",-
207021157,Doncaster,2013,-,-,-,-,-,-,-,-,-,"7,386",-
207021157,Doncaster,2014,-,-,-,-,-,-,-,-,-,"7,737",-
207021157,Doncaster,2015,-,-,-,-,-,-,-,-,-,"7,992",-
207021157,Doncaster,2016,-,-,-,-,-,-,-,-,-,"8,210",4.8
207021159,Templestowe,2011,-,-,-,-,-,-,-,-,-,"7,628",4.6
207021159,Templestowe,2012,-,-,-,-,-,-,-,-,-,"7,793",-
207021159,Templestowe,2013,-,-,-,-,-,-,-,-,-,"7,700",-
207021159,Templestowe,2014,-,-,-,-,-,-,-,-,-,"8,038",-
207021159,Templestowe,2015,-,-,-,-,-,-,-,-,-,"8,188",-
207021159,Templestowe,2016,-,-,-,-,-,-,-,-,-,"8,266",5.7
207021160,Templestowe Lower,2011,-,-,-,-,-,-,-,-,-,"5,177",6.5
207021160,Templestowe Lower,2012,-,-,-,-,-,-,-,-,-,"5,196",-
207021160,Templestowe Lower,2013,-,-,-,-,-,-,-,-,-,"5,224",-
207021160,Templestowe Lower,2014,-,-,-,-,-,-,-,-,-,"5,508",-
207021160,Templestowe Lower,2015,-,-,-,-,-,-,-,-,-,"5,700",-
207021160,Templestowe Lower,2016,-,-,-,-,-,-,-,-,-,"5,673",6.4
207021424,Doncaster East (North),2011,-,-,-,-,-,-,-,-,-,"6,153",3.5
207021424,Doncaster East (North),2012,-,-,-,-,-,-,-,-,-,"6,239",-
207021424,Doncaster East (North),2013,-,-,-,-,-,-,-,-,-,"6,240",-
207021424,Doncaster East (North),2014,-,-,-,-,-,-,-,-,-,"6,474",-
207021424,Doncaster East (North),2015,-,-,-,-,-,-,-,-,-,"6,724",-
207021424,Doncaster East (North),2016,-,-,-,-,-,-,-,-,-,"6,742",3.8
207021425,Doncaster East (South),2011,-,-,-,-,-,-,-,-,-,"4,102",5.2
207021425,Doncaster East (South),2012,-,-,-,-,-,-,-,-,-,"4,271",-
207021425,Doncaster East (South),2013,-,-,-,-,-,-,-,-,-,"4,527",-
207021425,Doncaster East (South),2014,-,-,-,-,-,-,-,-,-,"4,795",-
207021425,Doncaster East (South),2015,-,-,-,-,-,-,-,-,-,"4,977",-
207021425,Doncaster East (South),2016,-,-,-,-,-,-,-,-,-,"5,173",5.5
207031161,Blackburn,2011,-,-,-,-,-,-,-,-,-,"7,871",3.9
207031161,Blackburn,2012,-,-,-,-,-,-,-,-,-,"8,073",-
